title,company,location,url,posted_date,job_type,eligibility,skills,source_id
Full Stack Developer,Nextkoder,Work from Home,https://unstop.com/jobs/full-stack-developer-nextkoder-1710526,"Jul 3, 2026",Full Time,1 -,"Full Stack Development, Fresher, Experienced Professionals",full-stack-developer-nextkoder-1710526
Real Estate Sales Executive,Propkarmaa Pvt Ltd,"In Office  |  Noida, Greater Noida, Delhi",https://unstop.com/jobs/real-estate-sales-executive-propkarmaa-pvt-ltd-1710529,"Jul 3, 2026",Full Time,,"Sales, Others, Fresher, Closed",real-estate-sales-executive-propkarmaa-pvt-ltd-1710529
AI Developer,Modinity Recruitment and Business Consultants,In Office  |  Chennai,https://unstop.com/jobs/ai-developer-modinity-recruitment-and-business-consultants-1710495,"Jul 3, 2026",Full Time,,"Machine Learning Engineering, Applied AI, AI Engineering",ai-developer-modinity-recruitment-and-business-consultants-1710495
Labour Welfare Officer,Permali Wallace Pvt Ltd,In Office  |  Bhopal,https://unstop.com/jobs/labour-welfare-officer-permali-wallace-pvt-ltd-1710494,"Jul 3, 2026",Full Time,1 years,"Others, Human Resources (HR), Compliance",labour-welfare-officer-permali-wallace-pvt-ltd-1710494
College CR Campus Ambassador,Preppright Edtech Pvt. Ltd.,Work from Home,https://unstop.com/internships/college-cr-campus-ambassador-internship-yhills-edutech-private-limited-1710434,"Jul 3, 2026",Part Time,,"Campus Ambassador, Fresher, Experienced Professionals, Closed",
Inside Sales Executive,Lyros Technologies,In Office  |  Hyderabad,https://unstop.com/jobs/inside-sales-executive-lyros-technologies-1710416,"Jul 3, 2026",Full Time,,"B2B Sales, Everyone can apply",inside-sales-executive-lyros-technologies-1710416
HR Recruiter (Non-IT),Raja Spiritual Pvt Ltd,In Office  |  Chennai,https://unstop.com/jobs/hr-recruiter-non-it-raja-spiritual-pvt-ltd-1710283,"Jul 3, 2026",Full Time,1 -,"Talent Acquisition, Fresher, Experienced Professionals",hr-recruiter-non-it-raja-spiritual-pvt-ltd-1710283
Data Analyst,Nexora,Work from Home,https://unstop.com/jobs/data-analyst-nexora-1703035,"Jun 24, 2026",Full Time,,"Data Analysis, Everyone can apply",data-analyst-nexora-1703035
IndiGo's Airport Operations Online Drive - PAN India 2.0,IndiGo,On Field  | Pan India,https://unstop.com/jobs/crp-indigos-aocs-online-hiring-drive-pan-india-2-aocs-online-hiring-drive-pan-india-indigo-1534403,"Nov 20, 2025",Full Time,3 years,"Flight & Airport Operations, Experienced Professionals, Fresher",crp-indigos-aocs-online-hiring-drive-pan-india-2-aocs-online-hiring-drive-pan-india-indigo-1534403
Customer Service Representative,Neelam,In Office,https://unstop.com/jobs/customer-service-representative-neelam-1455151,"Apr 2, 2025",Full Time,,"Voice / Blended, Banking Operations, Customer Support",customer-service-representative-neelam-1455151
Marketing Executive,Cybernician,Work from Home,https://unstop.com/jobs/marketing-executive-cybernician-1719372,"Jul 16, 2026",Full Time,,"General Marketing, Client Servicing, Everyone can apply",marketing-executive-cybernician-1719372
MS Engineer - L1,NTT Data,In Office  |  Bangalore,https://unstop.com/jobs/ms-engineer-l1-ntt-data-1718660,"Jul 16, 2026",Full Time,,"IT Support, Experienced Professionals, Fresher",ms-engineer-l1-ntt-data-1718660
"Strategy, Risk & Transactions - Strategy & Business Design - Consultant - Strategy",Deloitte,In Office  |  Mumbai,https://unstop.com/jobs/strategy-risk-transactions-strategy-business-design-consultant-strategy-deloitte-1718700,"Jul 16, 2026",Full Time,1 -,"Management Consulting, Fresher, Experienced Professionals",strategy-risk-transactions-strategy-business-design-consultant-strategy-deloitte-1718700
Digital Designer-I,NIIT Limited,Hybrid  |  Gurgaon,https://unstop.com/jobs/digital-designer-i-niit-limited-1718709,"Jul 16, 2026",Full Time,,"Graphic Design, Fresher",digital-designer-i-niit-limited-1718709
Project Manager,NIIT Limited,Hybrid  |  Gurgaon,https://unstop.com/jobs/project-manager-niit-limited-1718703,"Jul 15, 2026",Full Time,,"Project Management, Others, Fresher",project-manager-niit-limited-1718703
Associate Engineer - Graphics Test,Qualcomm,In Office  |  Bangalore,https://unstop.com/jobs/associate-engineer-graphics-test-qualcomm-1718368,"Jul 15, 2026",Full Time,,"Manual Testing, Automation Testing, Experienced Professionals",associate-engineer-graphics-test-qualcomm-1718368
Growth and Purpose - GPS- Analyst Analytics and Insights,Deloitte,In Office  |  Hyderabad,https://unstop.com/jobs/growth-and-purpose-gps-analyst-analytics-and-insights-deloitte-1718406,"Jul 15, 2026",Full Time,1 -,"Business Analysis, Experienced Professionals, Fresher",growth-and-purpose-gps-analyst-analytics-and-insights-deloitte-1718406
Analyst - US Consulting Services,Deloitte,In Office  |  Bangalore,https://unstop.com/jobs/analyst-us-consulting-services-deloitte-1718407,"Jul 15, 2026",Full Time,1 -,"Technology Consulting, Experienced Professionals, Fresher",analyst-us-consulting-services-deloitte-1718407
Finance Analyst,HP Inc.,In Office  |  Bangalore,https://unstop.com/jobs/finance-analyst-hp-inc-1718366,"Jul 15, 2026",Full Time,1 -,"Financial Planning & Analysis, Experienced Professionals, Fresher",finance-analyst-hp-inc-1718366
Analyst - Procurement,Flextronics Technologies India Private Limited,In Office  |  Coimbatore,https://unstop.com/jobs/analyst-procurement-flextronics-technologies-india-private-limited-1718689,"Jul 15, 2026",Full Time,,"Vendor Management, Supply Chain Operations, Fresher",analyst-procurement-flextronics-technologies-india-private-limited-1718689
Visual Merchandiser - Indore,H&M,In Office  |  Indore,https://unstop.com/jobs/visual-merchandiser-indore-hm-1718652,"Jul 15, 2026",Full Time,,"Visual Design, Retail Operations, Experienced Professionals",visual-merchandiser-indore-hm-1718652
Forensics - Staff Contractor,EY,In Office  |  Pune,https://unstop.com/jobs/forensics-staff-contractor-ey-1718524,"Jul 15, 2026",Full Time,1 -,"Data Analysis, Fresher, Experienced Professionals",forensics-staff-contractor-ey-1718524
Visual Merchandiser,H&M,In Office  |  Aurangabad,https://unstop.com/jobs/visual-merchandiser-hm-1718647,"Jul 15, 2026",Full Time,,"Visual Design, Retail Operations, Experienced Professionals",visual-merchandiser-hm-1718647
Legal Associate 1,Springworks,Work from Home,https://unstop.com/jobs/legal-associate-1-springworks-1718640,"Jul 15, 2026",Full Time,,"Contract Management, Fresher, Experienced Professionals",legal-associate-1-springworks-1718640
Associate Engineer - AI Platform,Qualcomm,In Office  |  Hyderabad,https://unstop.com/jobs/associate-engineer-ai-platform-qualcomm-1718375,"Jul 15, 2026",Full Time,,"Software Development, Fresher",associate-engineer-ai-platform-qualcomm-1718375
Technology Business Systems Associate - Payment Operations Frameworks,Wells Fargo,In Office  |  Hyderabad,https://unstop.com/jobs/technology-business-systems-associate-payment-operations-frameworks-wells-fargo-1718498,"Jul 15, 2026",Full Time,1 -,"Automation Testing, Operations, Fresher",technology-business-systems-associate-payment-operations-frameworks-wells-fargo-1718498
Technical Associate - Application Development,Genpact,In Office  |  Noida,https://unstop.com/jobs/technical-associate-application-development-genpact-1718381,"Jul 15, 2026",Full Time,,"Software Development, Experienced Professionals, Fresher",technical-associate-application-development-genpact-1718381
Associate - Accounting,Cvent,In Office  |  Gurgaon,https://unstop.com/jobs/associate-accounting-cvent-1718402,"Jul 15, 2026",Full Time,,"Accounting, Experienced Professionals, Fresher",associate-accounting-cvent-1718402
Junior Financial Analyst,Flextronics Technologies India Private Limited,In Office  |  Chennai,https://unstop.com/jobs/junior-financial-analyst-flextronics-technologies-india-private-limited-1718646,"Jul 15, 2026",Full Time,,"Finance, Others, Fresher",junior-financial-analyst-flextronics-technologies-india-private-limited-1718646
Hygiene Care Consultant - Sewree,Rentokil Initial,In Office  |  Mumbai,https://unstop.com/jobs/hygiene-care-consultant-sewree-rentokil-initial-1718326,"Jul 15, 2026",Full Time,,"Sales, B2B Sales, Business Development",hygiene-care-consultant-sewree-rentokil-initial-1718326
Analyst Analytics and Insights - GPS Account Excellence Services,Deloitte US India,In Office  |  Hyderabad,https://unstop.com/jobs/analyst-analytics-and-insights-gps-account-excellence-services-deloitte-us-india-1718521,"Jul 15, 2026",Full Time,1 -,"Management Consulting, Business Analysis, Fresher",analyst-analytics-and-insights-gps-account-excellence-services-deloitte-us-india-1718521
Executives-Back Office-Underwriting Support,EXL,In Office  | Pan India,https://unstop.com/jobs/executives-back-office-underwriting-support-exl-1718361,"Jul 15, 2026",Full Time,,"Others, Office Administration, Experienced Professionals",executives-back-office-underwriting-support-exl-1718361
Accounts Payable Executive,EXL,In Office  |  Noida,https://unstop.com/jobs/accounts-payable-executive-exl-1718363,"Jul 15, 2026",Full Time,1 -,"Accounting, Experienced Professionals, Fresher",accounts-payable-executive-exl-1718363
Management Trainee-Renewables,Emerson,Hybrid  |  Noida,https://unstop.com/jobs/management-trainee-renewables-emerson-1718342,"Jul 15, 2026",Full Time,,"Strategy & Planning, Fresher, Experienced Professionals",management-trainee-renewables-emerson-1718342
Sales Executive - Surgical Innovation,Medtronic,Work from Home,https://unstop.com/jobs/sales-executive-surgical-innovation-medtronic-1718300,"Jul 15, 2026",Full Time,,"Field Sales, Sales, Experienced Professionals",sales-executive-surgical-innovation-medtronic-1718300
Power Apps - Power Automate Developer,Hitachi,In Office  |  Chennai,https://unstop.com/jobs/power-apps-power-automate-developer-hitachi-1718313,"Jul 15, 2026",Full Time,,"Low Code / No Code Development, Fresher, Experienced Professionals",power-apps-power-automate-developer-hitachi-1718313
Service Desk Analyst,Schneider Electric,Hybrid  |  Bangalore,https://unstop.com/jobs/service-desk-analyst-schneider-electric-1718294,"Jul 15, 2026",Full Time,,"IT Support, Technical Support, Fresher",service-desk-analyst-schneider-electric-1718294
ICG Rates Sales – Desk Enabler,Deutsche Bank,In Office  |  Mumbai,https://unstop.com/jobs/icg-rates-sales-desk-enabler-deutsche-bank-1718283,"Jul 15, 2026",Full Time,,"Operations, Others, Fresher",icg-rates-sales-desk-enabler-deutsche-bank-1718283
Sales Representative I - Energy Based Device,Medtronic,Work from Home,https://unstop.com/jobs/sales-representative-i-energy-based-device-medtronic-1718304,"Jul 15, 2026",Full Time,,"Field Sales, Experienced Professionals, Fresher",sales-representative-i-energy-based-device-medtronic-1718304
Portfolio Management - Analyst,Deutsche Bank,In Office  |  Mumbai,https://unstop.com/jobs/portfolio-management-analyst-deutsche-bank-1718279,"Jul 15, 2026",Full Time,,"Financial Planning & Analysis, Investment Management, Fresher",portfolio-management-analyst-deutsche-bank-1718279
Senior Sales Executive,Larsen & Toubro Limited (L&T),In Office  |  Gurgaon,https://unstop.com/jobs/senior-sales-executive-larsen-toubro-limited-lt-1718390,"Jul 15, 2026",Full Time,,"Inside Sales, B2B Sales, Others",senior-sales-executive-larsen-toubro-limited-lt-1718390
Data Scientist - Machine Learning,Trinity Life Sciences,In Office  |  Bangalore,https://unstop.com/jobs/data-scientist-machine-learning-trinity-life-sciences-1718400,"Jul 15, 2026",Full Time,1 -,"Data Science, Fresher, Experienced Professionals",data-scientist-machine-learning-trinity-life-sciences-1718400
Graduate Engineer Trainee - Software,Ingram Micro,"In Office  |  Mumbai, Chennai",https://unstop.com/jobs/graduate-engineer-trainee-software-ingram-micro-1718137,"Jul 14, 2026",Full Time,,"Software Development, Fresher",graduate-engineer-trainee-software-ingram-micro-1718137
SAP CPH Developer,Capgemini,In Office  |  Pune,https://unstop.com/jobs/sap-cph-developer-capgemini-1716551,"Jul 14, 2026",Full Time,,"Software Development, Fresher, Experienced Professionals",sap-cph-developer-capgemini-1716551
Analyst - Business Consulting Risk - National - Process & Controls,EY,In Office  |  Mumbai,https://unstop.com/jobs/analyst-business-consulting-risk-national-process-controls-ey-1718010,"Jul 14, 2026",Full Time,1 -,"Management Consulting, Fresher, Experienced Professionals",analyst-business-consulting-risk-national-process-controls-ey-1718010
L1 - Service Desk Associate,Zones,In Office  |  Bangalore,https://unstop.com/jobs/l1-service-desk-associate-zones-1718240,"Jul 14, 2026",Full Time,,"IT Support, Fresher, Experienced Professionals",l1-service-desk-associate-zones-1718240
FPGA SW Developer,Intel,Hybrid  |  Bangalore,https://unstop.com/jobs/fpga-sw-developer-intel-1718213,"Jul 14, 2026",Full Time,,"Software Development, Fresher, Experienced Professionals",fpga-sw-developer-intel-1718213
Platform Support Engineer(L1),Zinier,In Office  |  Bangalore,https://unstop.com/jobs/platform-support-engineerl1-zinier-1718232,"Jul 14, 2026",Full Time,,"Technical Support, Fresher, Experienced Professionals",platform-support-engineerl1-zinier-1718232
Associate Professional - Product Management,Ingram Micro,In Office  |  Hyderabad,https://unstop.com/jobs/associate-professional-product-management-ingram-micro-1718168,"Jul 14, 2026",Full Time,,"Product Management, Fresher, Experienced Professionals",associate-professional-product-management-ingram-micro-1718168
Graduate Builder,Salesforce,Hybrid  |  Bangalore,https://unstop.com/jobs/graduate-builder-salesforce-1717605,"Jul 14, 2026",Full Time,,"Applied AI, Software Development, Fresher",graduate-builder-salesforce-1717605
Associate Professional - Sales,Ingram Micro India Private Limited,In Office  |  Pune,https://unstop.com/jobs/associate-professional-sales-ingram-micro-india-private-limited-1717710,"Jul 14, 2026",Full Time,,"Others, Sales, Fresher",associate-professional-sales-ingram-micro-india-private-limited-1717710
Consultant - TAX - CHS - Transfer Pricing,EY,In Office  |  Mumbai,https://unstop.com/jobs/consultant-tax-chs-transfer-pricing-ey-1717123,"Jul 14, 2026",Full Time,1 -,"Corporate Finance, Fresher, Experienced Professionals",consultant-tax-chs-transfer-pricing-ey-1717123
Analyst - Business Consulting Risk - FS - Process & Controls,EY,In Office  |  Mumbai,https://unstop.com/jobs/analyst-business-consulting-risk-fs-process-controls-ey-1718020,"Jul 14, 2026",Full Time,1 -,"Management Consulting, Fresher, Experienced Professionals",analyst-business-consulting-risk-fs-process-controls-ey-1718020
Finance Operations - Associate,PwC Advisory,In Office  |  Kolkata,https://unstop.com/jobs/finance-operations-associate-pwc-advisory-1718145,"Jul 14, 2026",Full Time,1 -,"Finance, Corporate Finance, Accounting",finance-operations-associate-pwc-advisory-1718145
Analyst  - KYC / Mortgage Operations,Wipro Limited,In Office  |  Mumbai,https://unstop.com/jobs/analyst-kyc-mortgage-operations-wipro-limited-1718130,"Jul 14, 2026",Full Time,1 -,"Others, Fresher, Experienced Professionals",analyst-kyc-mortgage-operations-wipro-limited-1718130
Support Associate,PIB Group,In Office  |  Vadodara,https://unstop.com/jobs/support-associate-pib-group-1717960,"Jul 14, 2026",Full Time,,"Client Servicing, Fresher, Experienced Professionals",support-associate-pib-group-1717960
Associate - App Tech - GDC,PwC Advisory,In Office  |  Kolkata,https://unstop.com/jobs/associate-app-tech-gdc-pwc-advisory-1718030,"Jul 14, 2026",Full Time,1 -,"Technology Consulting, Fresher, Experienced Professionals",associate-app-tech-gdc-pwc-advisory-1718030
Analyst - Forensics - Investigations & Compliance - Gurugram,EY,In Office  |  Gurgaon,https://unstop.com/jobs/analyst-forensics-investigations-compliance-gurugram-ey-1717749,"Jul 14, 2026",Full Time,1 -,"Others, Compliance, Fresher",analyst-forensics-investigations-compliance-gurugram-ey-1717749
Deputy Manager - Legal,Ingram Micro India Private Limited,In Office  |  Mumbai,https://unstop.com/jobs/deputy-manager-legal-ingram-micro-india-private-limited-1717719,"Jul 14, 2026",Full Time,,"Legal Research, Compliance, Fresher",deputy-manager-legal-ingram-micro-india-private-limited-1717719
Trainee: Visualizer - Design (Motion Graphics),Amura Marketing Technologies,In Office  |  Pune,https://unstop.com/jobs/trainee-visualizer-design-motion-graphics-amura-marketing-technologies-1717531,"Jul 14, 2026",Full Time,,"Motion Design, Fresher",trainee-visualizer-design-motion-graphics-amura-marketing-technologies-1717531
Trainee - Paid Media,Amura Marketing Technologies,In Office  |  Pune,https://unstop.com/jobs/trainee-paid-media-amura-marketing-technologies-1717539,"Jul 14, 2026",Full Time,,"Digital Marketing, Performance Marketing, Fresher",trainee-paid-media-amura-marketing-technologies-1717539
Collection Analyst - Bangalore,Salesforce,In Office  |  Bangalore,https://unstop.com/jobs/collection-analyst-bangalore-salesforce-1717297,"Jul 14, 2026",Full Time,,"Others, Fresher, Experienced Professionals",collection-analyst-bangalore-salesforce-1717297
Associate - Information Security and Compliance,DatAvail,In Office  |  Mumbai,https://unstop.com/jobs/associate-information-security-and-compliance-datavail-1717283,"Jul 14, 2026",Full Time,,"Security Engineering, Compliance, Experienced Professionals",associate-information-security-and-compliance-datavail-1717283
PLSQL Developer,Birlasoft,In Office  |  Pune,https://unstop.com/jobs/plsql-developer-birlasoft-1717291,"Jul 14, 2026",Full Time,,"Database Administration, Backend Development, Fresher",plsql-developer-birlasoft-1717291
Consultant - TAX - National - ITTS - Advisory,EY,In Office  |  New Delhi,https://unstop.com/jobs/consultant-tax-national-itts-advisory-ey-1716439,"Jul 14, 2026",Full Time,1 -,"Corporate Finance, Taxation, Fresher",consultant-tax-national-itts-advisory-ey-1716439
Graduate Trainee - CRM Business Analyst,Russell Investments,In Office  |  Mumbai,https://unstop.com/jobs/graduate-trainee-crm-business-analyst-russell-investments-1716239,"Jul 14, 2026",Full Time,1 -,"Business Analysis, Fresher, Experienced Professionals",graduate-trainee-crm-business-analyst-russell-investments-1716239
Consultant - TAX - National - GCR,EY,In Office  |  New Delhi,https://unstop.com/jobs/consultant-tax-national-gcr-ey-1716437,"Jul 14, 2026",Full Time,1 -,"Others, Taxation, Fresher",consultant-tax-national-gcr-ey-1716437
Purchasing Supervisor,Marriott,In Office  |  Bhopal,https://unstop.com/jobs/purchasing-supervisor-marriott-1716648,"Jul 14, 2026",Full Time,,"Vendor Management, Inventory Management, Fresher",purchasing-supervisor-marriott-1716648
Service Desk Associate,Zones,In Office  |  Bangalore,https://unstop.com/jobs/service-desk-associate-zones-1717808,"Jul 14, 2026",Full Time,,"IT Support, Fresher",service-desk-associate-zones-1717808
Assistant Manager - Sales,Baxter International,In Office  |  Gurgaon,https://unstop.com/jobs/assistant-manager-sales-baxter-international-1715973,"Jul 14, 2026",Full Time,1 -,"Sales, Fresher, Experienced Professionals",assistant-manager-sales-baxter-international-1715973
CA Industrial Trainee,Alfa Laval India Pvt. Ltd.,In Office  |  Pune,https://unstop.com/jobs/ca-industrial-trainee-alfa-laval-india-pvt-ltd-1717728,"Jul 14, 2026",Full Time,1 -,"Accounting, Fresher, Experienced Professionals",ca-industrial-trainee-alfa-laval-india-pvt-ltd-1717728
KBS Business Partnering Consultant,KONE Corporation,In Office  |  Chennai,https://unstop.com/jobs/kbs-business-partnering-consultant-kone-corporation-1717755,"Jul 14, 2026",Full Time,1 -,"Business Analysis, Data Analysis, Experienced Professionals",kbs-business-partnering-consultant-kone-corporation-1717755
Purchase Associate,Maersk,In Office  |  Mumbai,https://unstop.com/jobs/purchase-associate-maersk-1717721,"Jul 14, 2026",Full Time,,"Vendor Management, Supply Chain Operations, Fresher",purchase-associate-maersk-1717721
Brand Manager,Procter & Gamble,In Office  |  Mumbai,https://unstop.com/jobs/brand-manager-procter-gamble-1715782,"Jul 13, 2026",Full Time,2 -,"Brand Marketing, Social Media Marketing, Fresher",brand-manager-procter-gamble-1715782
Associate Business Advisor,Capgemini,In Office  |  Chennai,https://unstop.com/jobs/associate-business-advisor-capgemini-1716218,"Jul 12, 2026",Full Time,1 -,"Business Analysis, Fresher, Experienced Professionals",associate-business-advisor-capgemini-1716218
District Account Manager,Johnson & Johnson India,In Office  |  Pune,https://unstop.com/jobs/district-account-manager-johnson-johnson-india-1715789,"Jul 10, 2026",Full Time,,"Sales, Others, Fresher",district-account-manager-johnson-johnson-india-1715789
AI & ML Engineer,UnitedHealth Group,In Office  |  Bangalore,https://unstop.com/jobs/ai-ml-engineer-unitedhealth-group-1715815,"Jul 10, 2026",Full Time,1 -,"Applied AI, Machine Learning Engineering, Experienced Professionals",ai-ml-engineer-unitedhealth-group-1715815
Process Associate - Finance & Procurement Services,Siemens,In Office  |  Bangalore,https://unstop.com/jobs/process-associate-finance-procurement-services-siemens-1715708,"Jul 10, 2026",Full Time,,"Corporate Finance, Accounting, Fresher",process-associate-finance-procurement-services-siemens-1715708
Associate Corporate Action Analyst,IG Group,Work from Home,https://unstop.com/jobs/associate-corporate-action-analyst-ig-group-1715596,"Jul 9, 2026",Full Time,1 -,"Others, Operations, Fresher",associate-corporate-action-analyst-ig-group-1715596
Process Executive - Policy Servicing,Cognizant,Hybrid  |  Hyderabad,https://unstop.com/jobs/process-executive-policy-servicing-cognizant-1715524,"Jul 9, 2026",Full Time,,"Others, Fresher",process-executive-policy-servicing-cognizant-1715524
Associate - PEG Full Stack Developer,Bain & Company,In Office  |  New Delhi,https://unstop.com/jobs/associate-peg-full-stack-developer-bain-company-1715479,"Jul 9, 2026",Full Time,,"Frontend Development, Full Stack Development, Fresher",associate-peg-full-stack-developer-bain-company-1715479
Chemical Engineer I,Honeywell,In Office  | Pan India,https://unstop.com/jobs/chemical-engineer-i--1715503,"Jul 9, 2026",Full Time,1 -,"Chemical Engineer, Fresher, Experienced Professionals",chemical-engineer-i--1715503
Associate - Personal Independence Compliance Testing,EY,In Office  |  Gurgaon,https://unstop.com/jobs/associate-personal-independence-compliance-testing-ey-1714482,"Jul 9, 2026",Full Time,1 -,"Others, Fresher, Experienced Professionals",associate-personal-independence-compliance-testing-ey-1714482
Management Trainee - Order to Cash,Genpact,In Office  |  Jaipur,https://unstop.com/jobs/management-trainee-order-to-cash-genpact-1713726,"Jul 9, 2026",Full Time,,"Accounting, Others, Fresher",management-trainee-order-to-cash-genpact-1713726
Industrial Trainee - Finance,Henkel,In Office  |  Navi Mumbai,https://unstop.com/jobs/industrial-trainee-finance-henkel-1712047,"Jul 9, 2026",Full Time,,"Finance, Others, Fresher",industrial-trainee-finance-henkel-1712047
Data Center System Administrator,Lenovo India,In Office  |  Mumbai,https://unstop.com/jobs/data-center-system-administrator-lenovo-india-1712068,"Jul 9, 2026",Full Time,,"System Administration, Fresher, Experienced Professionals",data-center-system-administrator-lenovo-india-1712068
Associate - Proactive Monitoring Engineer,Salesforce,In Office  |  Hyderabad,https://unstop.com/jobs/associate-proactive-monitoring-engineer-salesforce-1710875,"Jul 9, 2026",Full Time,1 -,"IT Operations, Experienced Professionals, Fresher",associate-proactive-monitoring-engineer-salesforce-1710875
Graduate Engineer Trainee - Application Engineering,Henkel,In Office  |  Gurgaon,https://unstop.com/jobs/graduate-engineer-trainee-application-engineering-henkel-1712043,"Jul 9, 2026",Full Time,,"Others, Fresher, Experienced Professionals",graduate-engineer-trainee-application-engineering-henkel-1712043
Gdp Engineer- Sales,Henkel,In Office  |  Bangalore,https://unstop.com/jobs/gdp-engineer-sales-henkel-1712046,"Jul 9, 2026",Full Time,,"Sales, Others, Fresher",gdp-engineer-sales-henkel-1712046
Investigations & Compliance Associate,EY,In Office  |  Gurgaon,https://unstop.com/jobs/associate-consultant-forensics-investigations-compliance-ey-1712162,"Jul 9, 2026",Full Time,1 -,"Others, Fresher, Experienced Professionals",associate-consultant-forensics-investigations-compliance-ey-1712162
Project Assistant,M360 Research (M-panels Research Services Private Limited),Work from Home,https://unstop.com/jobs/project-assistant-m360-research-m-panels-research-services-private-limited-1712374,"Jul 8, 2026",Full Time,,"Project Management, Market Research, Fresher",project-assistant-m360-research-m-panels-research-services-private-limited-1712374
Logistics Engineer,Caterpillar Inc.,In Office  |  Thiruvallur,https://unstop.com/jobs/logistics-engineer-caterpillar-inc-1711553,"Jul 8, 2026",Full Time,,"Industrial Engineer, Supply Chain Operations, Fresher",logistics-engineer-caterpillar-inc-1711553
ACM Developer,Mercedes-Benz India Private Limited,In Office  |  Bangalore,https://unstop.com/jobs/acm-developer-mercedes-benz-india-private-limited-1712012,"Jul 8, 2026",Full Time,1 -,"Software Development, Backend Development, Fresher",acm-developer-mercedes-benz-india-private-limited-1712012
Associate - Data Verification,Medfar,In Office  |  Visakhapatnam,https://unstop.com/jobs/associate-data-verification-medfar-1712367,"Jul 7, 2026",Part Time,,"Others, Fresher",associate-data-verification-medfar-1712367
Associate Sales Executive,Ebizon Netinfo Private Limited,In Office  |  Noida,https://unstop.com/jobs/associate-sales-executive-ebizon-netinfo-private-limited-1710761,"Jul 7, 2026",Full Time,1 -,"Sales, Others, Experienced Professionals",associate-sales-executive-ebizon-netinfo-private-limited-1710761
Data Analyst,Publicis Groupe,In Office  |  Bangalore,https://unstop.com/jobs/data-analyst-publicis-groupe-1711955,"Jul 6, 2026",Full Time,1 -,"Data Analysis, Experienced Professionals, Fresher",data-analyst-publicis-groupe-1711955
Inventory Analyst,Caterpillar Inc.,In Office  |  Bangalore,https://unstop.com/jobs/inventory-analyst-caterpillar-inc-1711555,"Jul 6, 2026",Full Time,1 -,"Inventory Management, Fresher, Experienced Professionals",inventory-analyst-caterpillar-inc-1711555
Systems Data Support Analyst,Caterpillar Inc.,In Office  |  Bangalore,https://unstop.com/jobs/systems-data-support-analyst-caterpillar-inc-1711495,"Jul 6, 2026",Full Time,,"Business Analysis, Data Analysis, Fresher",systems-data-support-analyst-caterpillar-inc-1711495
Associate Training Coordinator I,NIIT Limited,In Office  | Pan India,https://unstop.com/jobs/associate-training-coordinator-i-niit-limited-1711489,"Jul 6, 2026",Full Time,,"Learning & Development, Customer Support, Fresher",associate-training-coordinator-i-niit-limited-1711489
Data Analyst I,RELX PLC,"In Office  |  Mumbai, Chennai",https://unstop.com/jobs/data-analyst-i-relx-plc-1711859,"Jul 6, 2026",Full Time,,"Computer Vision, Data Analysis, Fresher",data-analyst-i-relx-plc-1711859
Commercial Loan Servicing Associate,Wells Fargo,In Office  |  Bangalore,https://unstop.com/jobs/commercial-loan-servicing-associate-wells-fargo-1711878,"Jul 6, 2026",Full Time,1 -,"Customer Support, Business Operations, Others",commercial-loan-servicing-associate-wells-fargo-1711878
Management Trainee - Talent Acquisition,Jabil Inc.,In Office  |  Maharashtra,https://unstop.com/jobs/management-trainee-talent-acquisition-jabil-inc-1711865,"Jul 6, 2026",Full Time,,"Talent Acquisition, Fresher",management-trainee-talent-acquisition-jabil-inc-1711865
Product Manager,Alstom,In Office  |  Bangalore,https://unstop.com/jobs/product-manager-alstom-1711897,"Jul 6, 2026",Full Time,1 -,"Product Management, Fresher, Experienced Professionals",product-manager-alstom-1711897
Accounting & Reporting Analyst,ABB Group,In Office  |  Bangalore,https://unstop.com/jobs/accounting-reporting-analyst-abb-group-1711856,"Jul 6, 2026",Full Time,,"Accounting, Fresher",accounting-reporting-analyst-abb-group-1711856
Analyst - General Ledger,Flextronics International Ltd.,In Office  |  Chennai,https://unstop.com/jobs/analyst-general-ledger-flextronics-international-ltd-1711858,"Jul 6, 2026",Full Time,1 -,"Finance, Business Operations, Others",analyst-general-ledger-flextronics-international-ltd-1711858
Content Operations Editor I,Nielsen Holdings plc,In Office  |  Mumbai,https://unstop.com/jobs/content-operations-editor-i-nielsen-holdings-plc-1711797,"Jul 6, 2026",Full Time,1 -,"Content Writing, Editorial, Fresher",content-operations-editor-i-nielsen-holdings-plc-1711797
Analyst - Business & Competitive Intelligence,Precision Medcine Group,Work from Home  | Pan India,https://unstop.com/jobs/analyst-business-competitive-intelligence-precision-medcine-group-1711603,"Jul 6, 2026",Full Time,,"Market Research, Fresher",analyst-business-competitive-intelligence-precision-medcine-group-1711603
Software Engineer,Infineon,In Office  |  Bangalore,https://unstop.com/jobs/software-engineer-infineon-1711570,"Jul 6, 2026",Full Time,1 -,"DevOps, Software Development, Fresher",software-engineer-infineon-1711570
Manifold Block Design Executive,Bosch Rexroth,In Office  |  Gujarat,https://unstop.com/jobs/manifold-block-design-executive-bosch-rexroth-1711370,"Jul 6, 2026",Full Time,,"Design Engineer Mechanical, Fresher",manifold-block-design-executive-bosch-rexroth-1711370
